Manufacturer,Make,Model,Serial Number,Asset Number,Notes
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42037,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42038,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42039,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42040,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42041,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42065,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42079,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42102,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42103,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42104,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42105,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42106,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42107,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42108,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42109,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42114,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42116,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42123,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42124,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42129,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42147,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42148,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42149,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42150,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42151,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42152,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42153,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42154,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42155,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42156,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42157,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42158,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42159,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42161,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42162,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42164,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42166,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42167,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42168,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42169,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42170,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42172,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42212,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42213,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42214,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42215,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42217,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42218,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42219,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42220,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42222,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42223,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42224,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42225,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42226,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42227,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42228,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42229,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42230,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42231,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42232,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42233,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42235,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42236,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42237,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42238,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42239,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42240,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42247,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42249,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42250,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42251,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42252,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42253,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42255,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42256,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42257,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42258,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42259,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42260,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42261,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42262,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42263,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42264,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42265,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42266,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42267,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42268,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42269,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42270,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42271,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42272,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42273,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42274,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42275,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42276,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42277,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42278,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42279,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42280,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42281,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42282,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42283,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42285,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42286,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42287,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42288,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42289,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42290,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42291,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42292,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42293,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42294,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42295,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10000,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10002,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10003,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10004,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10005,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10006,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10007,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10008,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,10009,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11000,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11001,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11002,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11003,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11004,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11005,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11006,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11007,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11008,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11009,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11011,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11012,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11014,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11019,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11020,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11021,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11022,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11025,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11026,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11027,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11028,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11030,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11032,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11036,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11039,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11040,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11041,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11042,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11043,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11044,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11045,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11046,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11047,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11048,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11049,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11050,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11051,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11053,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11054,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11055,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11056,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11057,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11058,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11059,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11060,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11061,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11062,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11063,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11064,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11066,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11067,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11068,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,11069,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,13032,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,13041,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,3C3-10449,,
Canterbury Seismic Instruments Ltd.,CSI,CUSPM BOX,3C3-10450,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20733,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20734,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20735,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20736,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20737,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20738,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20739,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20740,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20741,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20742,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20743,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20745,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20746,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20747,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20748,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3DE-20749,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20752e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20753e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20754e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20755e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20756e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20757e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20758e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20759e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20760e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20761e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20762e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20763e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20764e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20765e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20766e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20767e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20768e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20769e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20770e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20771e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20772e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20773e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20774e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20775e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20776e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20777e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20778e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20779e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20780e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20781e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20782e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20783e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20784e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20785e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20786e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20787e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20788e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20789e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20790e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20791e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20792e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20793e,,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20794e,,
