Manufacturer,Make,Model,Serial Number,Notes
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20764e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20765e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20766e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20767e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20768e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20769e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20770e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20771e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20772e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20773e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20774e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20775e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20776e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20777e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20778e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20779e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20780e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20781e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20782e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20783e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20784e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20785e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20786e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20787e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20788e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20789e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20790e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20791e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20792e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20793e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20794e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20795e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20796e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20797e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20798e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20799e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20800e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20801e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20802e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20803e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20804e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20805e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20806e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20807e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20808e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20809e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20810e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20811e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20812e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20813e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20814e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20815e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20816e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20817e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20818e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20819e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20820e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20821e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20822e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20823e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20824e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20825e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20826e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20827e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20828e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20829e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20830e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20831e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20832e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20833e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20834e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20835e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20836e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20837e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20838e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20839e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20840e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20841e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20842e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20843e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20844e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20845e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20846e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20847e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20848e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20850e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20852e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20853e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20854e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20855e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20856e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20857e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20858e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20859e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20860e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20861e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20862e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,3De-20863e,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12001,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12002,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12003,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12009,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12010,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12017,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12018,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12019,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12020,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12021,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12022,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12023,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12025,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12026,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12028,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12029,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12030,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12031,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12032,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12033,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12034,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12035,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12036,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12037,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12038,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12039,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12040,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12041,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12042,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12043,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12044,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12045,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12046,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12047,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12048,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12049,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12050,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12051,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12052,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12053,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12054,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12055,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12056,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12057,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12058,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12059,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12060,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12061,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12062,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12064,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12066,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12067,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12068,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12069,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12070,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12071,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12073,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12074,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12075,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12076,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12077,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12078,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12079,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12080,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12081,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12082,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12083,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12084,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12085,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12086,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12087,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12088,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12089,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12090,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12091,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12092,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12093,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12094,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12095,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12097,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12099,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12101,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12102,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12104,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12105,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12106,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12107,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12108,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12109,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12110,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12111,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12114,
Canterbury Seismic Instruments Ltd.,CSI,CUSP-Me BOX,Me-12115,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040001,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040001,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040002,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040003,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040004,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040005,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040007,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040008,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040009,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040010,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040011,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040013,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040015,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040016,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040018,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040022,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040023,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040025,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040026,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3A,3A-040027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050005,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050007,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050008,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050009,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050010,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050011,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050012,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050013,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050014,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050015,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050016,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050017,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050019,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050020,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050021,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050026,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050030,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050031,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050033,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050035,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050038,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050040,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050041,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050044,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050047,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050048,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050049,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050050,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050052,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050056,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050057,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050058,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050501,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3B,3B-050501x,Drowned and coroded
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040001,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040002,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040004,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040007,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040007x,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040009,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040022,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040023,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3A-040027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050005x,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050007,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050008,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050010,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050010x,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050011,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050012,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050013,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050014,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050016,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050017,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050019,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050030,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050031,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050038,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050040,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050041,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050041,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C,3B-050052,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C3,3B-050005,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3C3,3C3-30428,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040005,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040008,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040011,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040015,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040020,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3A-040024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050020,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050031,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050033,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050047,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050048,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050056,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,3B-050058,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42006,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42007,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42009,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42010,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42011,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42012,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42013,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42014,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42015,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42017,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42018,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42019,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42020,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42021,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42022,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42023,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42024,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42025,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42026,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42027,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42028,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42029,
Canterbury Seismic Instruments Ltd.,CSI,CUSP3D,42031,
